#Ind	Tok	NER	COMP	COREF	CLINK	REL	WIKI	MCBD
# 3-SPSP187205180201
1427	h	O	O	O	_	_	_	_
1428	a	O	O	O	_	_	_	_
1429	n	O	O	O	_	_	_	_
1430	g	O	O	O	_	_	_	_
1431	e	O	O	O	_	_	_	_
1432	s	O	O	O	_	_	_	_
1433	 	O	O	O	_	_	_	_
1434	i	O	O	O	_	_	_	_
1435	n	O	O	O	_	_	_	_
1436	 	O	O	O	_	_	_	_
1437	t	O	O	O	_	_	_	_
1438	h	O	O	O	_	_	_	_
1439	e	O	O	O	_	_	_	_
1440	 	O	O	O	_	_	_	_
1441	g	O	O	O	_	_	_	_
1442	o	O	O	O	_	_	_	_
1443	v	O	O	O	_	_	_	_
1444	e	O	O	O	_	_	_	_
1445	r	O	O	O	_	_	_	_
1446	n	O	O	O	_	_	_	_
1447	m	O	O	O	_	_	_	_
1448	e	O	O	O	_	_	_	_
1449	n	O	O	O	_	_	_	_
1450	t	O	O	O	_	_	_	_
1451	,	O	O	O	_	_	_	_
1452	 	O	O	O	_	_	_	_
1453	h	O	O	O	_	_	_	_
1454	e	O	O	O	_	_	_	_
1455	 	O	O	O	_	_	_	_
1456	p	O	O	O	_	_	_	_
1457	l	O	O	O	_	_	_	_
1458	a	O	O	O	_	_	_	_
1459	n	O	O	O	_	_	_	_
1460	n	O	O	O	_	_	_	_
1461	e	O	O	O	_	_	_	_
1462	d	O	O	O	_	_	_	_
1463	 	O	O	O	_	_	_	_
1464	t	O	O	O	_	_	_	_
1465	o	O	O	O	_	_	_	_
1466	 	O	O	O	_	_	_	_
1467	r	O	O	O	_	_	_	_
1468	e	O	O	O	_	_	_	_
1469	f	O	O	O	_	_	_	_
1470	o	O	O	O	_	_	_	_
1471	r	O	O	O	_	_	_	_
1472	m	O	O	O	_	_	_	_
1473	 	O	O	O	_	_	_	_
1474	t	O	O	O	_	_	_	_
1475	h	O	O	O	_	_	_	_
1476	e	O	O	O	_	_	_	_
1477	 	O	O	O	_	_	_	_
1478	i	O	O	O	_	_	_	_
1479	n	O	O	O	_	_	_	_
1480	s	O	O	O	_	_	_	_
1481	t	O	O	O	_	_	_	_
1482	i	O	O	O	_	_	_	_
1483	t	O	O	O	_	_	_	_
1484	u	O	O	O	_	_	_	_
1485	t	O	O	O	_	_	_	_
1486	i	O	O	O	_	_	_	_
1487	o	O	O	O	_	_	_	_
1488	n	O	O	O	_	_	_	_
1489	s	O	O	O	_	_	_	_
1490	 	O	O	O	_	_	_	_
1491	o	O	O	O	_	_	_	_
1492	f	O	O	O	_	_	_	_
1493	 	O	O	O	_	_	_	_
1494	t	O	O	O	_	_	_	_
1495	h	O	O	O	_	_	_	_
1496	e	O	O	O	_	_	_	_
1497	 	O	O	O	_	_	_	_
1498	g	O	O	O	_	_	_	_
1499	o	O	O	O	_	_	_	_
1500	v	O	O	O	_	_	_	_
1501	e	O	O	O	_	_	_	_
1502	r	O	O	O	_	_	_	_
1503	n	O	O	O	_	_	_	_
1504	m	O	O	O	_	_	_	_
1505	e	O	O	O	_	_	_	_
1506	n	O	O	O	_	_	_	_
1507	t	O	O	O	_	_	_	_
1508	.	O	O	O	_	_	_	_
1510	 	O	O	O	_	_	_	_
1511	H	O	O	O	_	_	_	_
1512	e	O	O	O	_	_	_	_
1513	 	O	O	O	_	_	_	_
1514	p	O	O	O	_	_	_	_
1515	r	O	O	O	_	_	_	_
1516	o	O	O	O	_	_	_	_
1517	c	O	O	O	_	_	_	_
1518	e	O	O	O	_	_	_	_
1519	e	O	O	O	_	_	_	_
1520	d	O	O	O	_	_	_	_
1521	e	O	O	O	_	_	_	_
1522	d	O	O	O	_	_	_	_
1523	 	O	O	O	_	_	_	_
1524	t	O	O	O	_	_	_	_
1525	o	O	O	O	_	_	_	_
1526	 	O	O	O	_	_	_	_
1527	d	O	O	O	_	_	_	_
1528	e	O	O	O	_	_	_	_
1529	v	O	O	O	_	_	_	_
1530	o	O	O	O	_	_	_	_
1531	t	O	O	O	_	_	_	_
1532	e	O	O	O	_	_	_	_
1533	 	O	O	O	_	_	_	_
1534	h	O	O	O	_	_	_	_
1535	i	O	O	O	_	_	_	_
1536	s	O	O	O	_	_	_	_
1537	 	O	O	O	_	_	_	_
1538	e	O	O	O	_	_	_	_
1539	n	O	O	O	_	_	_	_
1540	t	O	O	O	_	_	_	_
1541	i	O	O	O	_	_	_	_
1542	r	O	O	O	_	_	_	_
1543	e	O	O	O	_	_	_	_
1544	 	O	O	O	_	_	_	_
1545	a	O	O	O	_	_	_	_
1546	t	O	O	O	_	_	_	_
1547	t	O	O	O	_	_	_	_
1548	e	O	O	O	_	_	_	_
1549	n	O	O	O	_	_	_	_
1550	t	O	O	O	_	_	_	_
1551	i	O	O	O	_	_	_	_
1552	o	O	O	O	_	_	_	_
1553	n	O	O	O	_	_	_	_
1554	 	O	O	O	_	_	_	_
1555	t	O	O	O	_	_	_	_
1556	o	O	O	O	_	_	_	_
1557	 	O	O	O	_	_	_	_
1558	i	O	O	O	_	_	_	_
1559	n	O	O	O	_	_	_	_
1560	d	O	O	O	_	_	_	_
1561	u	O	O	O	_	_	_	_
1562	s	O	O	O	_	_	_	_
1563	t	O	O	O	_	_	_	_
1564	r	O	O	O	_	_	_	_
1565	i	O	O	O	_	_	_	_
1566	a	O	O	O	_	_	_	_
1567	l	O	O	O	_	_	_	_
1568	 	O	O	O	_	_	_	_
1569	a	O	O	O	_	_	_	_
1570	n	O	O	O	_	_	_	_
1571	d	O	O	O	_	_	_	_
1572	 	O	O	O	_	_	_	_
1573	c	O	O	O	_	_	_	_
1574	o	O	O	O	_	_	_	_
1575	m	O	O	O	_	_	_	_
1576	m	O	O	O	_	_	_	_
1577	e	O	O	O	_	_	_	_
1578	r	O	O	O	_	_	_	_
1579	c	O	O	O	_	_	_	_
1580	i	O	O	O	_	_	_	_
1581	a	O	O	O	_	_	_	_
1582	l	O	O	O	_	_	_	_
1583	 	O	O	O	_	_	_	_
1584	p	O	O	O	_	_	_	_
1585	u	O	O	O	_	_	_	_
1586	r	O	O	O	_	_	_	_
1587	s	O	O	O	_	_	_	_
1588	u	O	O	O	_	_	_	_
1589	i	O	O	O	_	_	_	_
1590	t	O	O	O	_	_	_	_
1591	s	O	O	O	_	_	_	_
1592	.	O	O	O	_	_	_	_
1594	H	O	O	O	_	_	_	_
1595	e	O	O	O	_	_	_	_
1596	 	O	O	O	_	_	_	_
1597	o	O	O	O	_	_	_	_
1598	r	O	O	O	_	_	_	_
1599	g	O	O	O	_	_	_	_
1600	a	O	O	O	_	_	_	_
1601	n	O	O	O	_	_	_	_
1602	i	O	O	O	_	_	_	_
1603	z	O	O	O	_	_	_	_
1604	e	O	O	O	_	_	_	_
1605	d	O	O	O	_	_	_	_
1606	:	O	O	O	_	_	_	_
1607	 	O	O	O	_	_	_	_
1608	a	O	O	O	_	_	_	_
1609	 	O	O	O	_	_	_	_
1610	c	O	O	O	_	_	_	_
1611	o	O	O	O	_	_	_	_
1612	t	O	O	O	_	_	_	_
1613	t	O	O	O	_	_	_	_
1614	o	O	O	O	_	_	_	_
1615	n	O	O	O	_	_	_	_
1616	 	O	O	O	_	_	_	_
1617	s	O	O	O	_	_	_	_
1618	p	O	O	O	_	_	_	_
1619	i	O	O	O	_	_	_	_
1620	n	O	O	O	_	_	_	_
1621	n	O	O	O	_	_	_	_
1622	i	O	O	O	_	_	_	_
1623	n	O	O	O	_	_	_	_
1624	g	O	O	O	_	_	_	_
1625	 	O	O	O	_	_	_	_
1626	a	O	O	O	_	_	_	_
1627	n	O	O	O	_	_	_	_
1628	d	O	O	O	_	_	_	_
1629	 	O	O	O	_	_	_	_
1630	w	O	O	O	_	_	_	_
1631	e	O	O	O	_	_	_	_
1632	a	O	O	O	_	_	_	_
1633	v	O	O	O	_	_	_	_
1634	i	O	O	O	_	_	_	_
1635	n	O	O	O	_	_	_	_
1636	g	O	O	O	_	_	_	_
1637	 	O	O	O	_	_	_	_
1638	m	O	O	O	_	_	_	_
1639	i	O	O	O	_	_	_	_
1640	l	O	O	O	_	_	_	_
1641	l	O	O	O	_	_	_	_
1642	,	O	O	O	_	_	_	_
1643	 	O	O	O	_	_	_	_
1644	f	O	O	O	_	_	_	_
1645	l	O	O	O	_	_	_	_
1646	o	O	O	O	_	_	_	_
1647	u	O	O	O	_	_	_	_
1648	r	O	O	O	_	_	_	_
1649	 	O	O	O	_	_	_	_
1650	a	O	O	O	_	_	_	_
1651	n	O	O	O	_	_	_	_
1652	d	O	O	O	_	_	_	_
1653	 	O	O	O	_	_	_	_
1654	b	O	O	O	_	_	_	_
1655	e	O	O	O	_	_	_	_
1656	a	O	O	O	_	_	_	_
1657	n	O	O	O	_	_	_	_
1658	 	O	O	O	_	_	_	_
1659	o	O	O	O	_	_	_	_
1660	i	O	O	O	_	_	_	_
1661	l	O	O	O	_	_	_	_
1662	 	O	O	O	_	_	_	_
1663	m	O	O	O	_	_	_	_
1664	i	O	O	O	_	_	_	_
1665	l	O	O	O	_	_	_	_
1666	l	O	O	O	_	_	_	_
1667	s	O	O	O	_	_	_	_
1668	,	O	O	O	_	_	_	_
1669	 	O	O	O	_	_	_	_
1670	a	O	O	O	_	_	_	_
1671	n	O	O	O	_	_	_	_
1672	 	O	O	O	_	_	_	_
1673	i	O	O	O	_	_	_	_
1674	r	O	O	O	_	_	_	_
1675	o	O	O	O	_	_	_	_
1676	n	O	O	O	_	_	_	_
1677	 	O	O	O	_	_	_	_
1678	w	O	O	O	_	_	_	_
1679	o	O	O	O	_	_	_	_
1680	r	O	O	O	_	_	_	_
1681	k	O	O	O	_	_	_	_
1682	s	O	O	O	_	_	_	_
1683	,	O	O	O	_	_	_	_
1684	 	O	O	O	_	_	_	_
1685	a	O	O	O	_	_	_	_
1686	 	O	O	O	_	_	_	_
1687	s	O	O	O	_	_	_	_
1688	i	O	O	O	_	_	_	_
1689	l	O	O	O	_	_	_	_
1690	k	O	O	O	_	_	_	_
1691	 	O	O	O	_	_	_	_
1692	f	O	O	O	_	_	_	_
1693	i	O	O	O	_	_	_	_
1694	l	O	O	O	_	_	_	_
1695	a	O	O	O	_	_	_	_
1696	t	O	O	O	_	_	_	_
1697	u	O	O	O	_	_	_	_
1698	r	O	O	O	_	_	_	_
1699	e	O	O	O	_	_	_	_
1700	,	O	O	O	_	_	_	_
1701	 	O	O	O	_	_	_	_
1702	a	O	O	O	_	_	_	_
1703	n	O	O	O	_	_	_	_
1704	d	O	O	O	_	_	_	_
1705	 	O	O	O	_	_	_	_
1706	a	O	O	O	_	_	_	_
1707	 	O	O	O	_	_	_	_
1708	s	O	O	O	_	_	_	_
1709	t	O	O	O	_	_	_	_
1710	e	O	O	O	_	_	_	_
1711	a	O	O	O	_	_	_	_
1712	m	O	O	O	_	_	_	_
1713	 	O	O	O	_	_	_	_
1714	n	O	O	O	_	_	_	_
1715	a	O	O	O	_	_	_	_
1716	v	O	O	O	_	_	_	_
1717	i	O	O	O	_	_	_	_
1718	g	O	O	O	_	_	_	_
1719	a	O	O	O	_	_	_	_
1720	t	O	O	O	_	_	_	_
1721	i	O	O	O	_	_	_	_
1722	o	O	O	O	_	_	_	_
1723	n	O	O	O	_	_	_	_
1724	 	O	O	O	_	_	_	_
1725	c	O	O	O	_	_	_	_
1726	o	O	O	O	_	_	_	_
1727	m	O	O	O	_	_	_	_
1728	p	O	O	O	_	_	_	_
1729	a	O	O	O	_	_	_	_
1730	n	O	O	O	_	_	_	_
1731	y	O	O	O	_	_	_	_
1732	.	O	O	O	_	_	_	_
1734	H	O	O	O	_	_	_	_
1735	i	O	O	O	_	_	_	_
1736	s	O	O	O	_	_	_	_
1737	 	O	O	O	_	_	_	_
1738	c	O	O	O	_	_	_	_
1739	h	O	O	O	_	_	_	_
1740	i	O	O	O	_	_	_	_
1741	e	O	O	O	_	_	_	_
1742	f	O	O	O	_	_	_	_
1743	 	O	O	O	_	_	_	_
1744	a	O	O	O	_	_	_	_
1745	i	O	O	O	_	_	_	_
1746	m	O	O	O	_	_	_	_
1747	 	O	O	O	_	_	_	_
1748	w	O	O	O	_	_	_	_
1749	a	O	O	O	_	_	_	_
1750	s	O	O	O	_	_	_	_
1751	 	O	O	O	_	_	_	_
1752	t	O	O	O	_	_	_	_
1753	o	O	O	O	_	_	_	_
1754	 	O	O	O	_	_	_	_
1755	p	O	O	O	_	_	_	_
1756	r	O	O	O	_	_	_	_
1757	o	O	O	O	_	_	_	_
1758	d	O	O	O	_	_	_	_
1759	u	O	O	O	_	_	_	_
1760	c	O	O	O	_	_	_	_
1761	e	O	O	O	_	_	_	_
1762	 	O	O	O	_	_	_	_
1763	b	O	O	O	_	_	_	_
1764	e	O	O	O	_	_	_	_
1765	t	O	O	O	_	_	_	_
1766	t	O	O	O	_	_	_	_
1767	e	O	O	O	_	_	_	_
1768	r	O	O	O	_	_	_	_
1769	 	O	O	O	_	_	_	_
1770	n	O	O	O	_	_	_	_
1771	a	O	O	O	_	_	_	_
1772	t	O	O	O	_	_	_	_
1773	i	O	O	O	_	_	_	_
1774	v	O	O	O	_	_	_	_
1775	e	O	O	O	_	_	_	_
1776	 	O	O	O	_	_	_	_
1777	p	O	O	O	_	_	_	_
1778	r	O	O	O	_	_	_	_
1779	o	O	O	O	_	_	_	_
1780	d	O	O	O	_	_	_	_
1781	u	O	O	O	_	_	_	_
1782	c	O	O	O	_	_	_	_
1783	t	O	O	O	_	_	_	_
1784	s	O	O	O	_	_	_	_
1785	,	O	O	O	_	_	_	_
1786	 	O	O	O	_	_	_	_
1787	a	O	O	O	_	_	_	_
1788	n	O	O	O	_	_	_	_
1789	d	O	O	O	_	_	_	_
1790	 	O	O	O	_	_	_	_
1791	a	O	O	O	_	_	_	_
1792	t	O	O	O	_	_	_	_
1793	 	O	O	O	_	_	_	_
1794	t	O	O	O	_	_	_	_
1795	h	O	O	O	_	_	_	_
1796	e	O	O	O	_	_	_	_
1797	 	O	O	O	_	_	_	_
1798	s	O	O	O	_	_	_	_
1799	a	O	O	O	_	_	_	_
1800	m	O	O	O	_	_	_	_
1801	e	O	O	O	_	_	_	_
1802	 	O	O	O	_	_	_	_
1803	t	O	O	O	_	_	_	_
1804	i	O	O	O	_	_	_	_
1805	m	O	O	O	_	_	_	_
1806	e	O	O	O	_	_	_	_
1807	,	O	O	O	_	_	_	_
1808	 	O	O	O	_	_	_	_
1809	c	O	O	O	_	_	_	_
1810	u	O	O	O	_	_	_	_
1811	l	O	O	O	_	_	_	_
1812	t	O	O	O	_	_	_	_
1813	i	O	O	O	_	_	_	_
1814	v	O	O	O	_	_	_	_
1815	a	O	O	O	_	_	_	_
1816	t	O	O	O	_	_	_	_
1817	e	O	O	O	_	_	_	_
1818	 	O	O	O	_	_	_	_
1819	b	O	O	O	_	_	_	_
1820	a	O	O	O	_	_	_	_
1821	r	O	O	O	_	_	_	_
1822	r	O	O	O	_	_	_	_
1823	e	O	O	O	_	_	_	_
1824	n	O	O	O	_	_	_	_
1825	 	O	O	O	_	_	_	_
1826	l	O	O	O	_	_	_	_
1827	a	O	O	O	_	_	_	_
1828	n	O	O	O	_	_	_	_
1829	d	O	O	O	_	_	_	_
1830	s	O	O	O	_	_	_	_
1831	.	O	O	O	_	_	_	_
1833	A	O	O	O	_	_	_	_
1834	b	O	O	O	_	_	_	_
1835	o	O	O	O	_	_	_	_
1836	u	O	O	O	_	_	_	_
1837	t	O	O	O	_	_	_	_
1838	 	O	O	O	_	_	_	_
1839	t	O	O	O	_	_	_	_
1840	w	O	O	O	_	_	_	_
1841	o	O	O	O	_	_	_	_
1842	 	O	O	O	_	_	_	_
1843	h	O	O	O	_	_	_	_
1844	u	O	O	O	_	_	_	_
1845	n	O	O	O	_	_	_	_
1846	d	O	O	O	_	_	_	_
1847	r	O	O	O	_	_	_	_
1848	e	O	O	O	_	_	_	_
1849	d	O	O	O	_	_	_	_
1850	 	O	O	O	_	_	_	_
1851	s	O	O	O	_	_	_	_
1852	q	O	O	O	_	_	_	_
1853	u	O	O	O	_	_	_	_
1854	a	O	O	O	_	_	_	_
1855	r	O	O	O	_	_	_	_
1856	e	O	O	O	_	_	_	_
1857	 	O	O	O	_	_	_	_
1858	m	O	O	O	_	_	_	_
1859	i	O	O	O	_	_	_	_
1860	l	O	O	O	_	_	_	_
1861	e	O	O	O	_	_	_	_
1862	s	O	O	O	_	_	_	_
1863	 	O	O	O	_	_	_	_
1864	o	O	O	O	_	_	_	_
1865	f	O	O	O	_	_	_	_
1866	 	O	O	O	_	_	_	_
1867	b	O	O	O	_	_	_	_
1868	a	O	O	O	_	_	_	_
1869	r	O	O	O	_	_	_	_
1870	r	O	O	O	_	_	_	_
1871	e	O	O	O	_	_	_	_
1872	n	O	O	O	_	_	_	_
1873	 	O	O	O	_	_	_	_
1874	l	O	O	O	_	_	_	_
1875	a	O	O	O	_	_	_	_
1876	n	O	O	O	_	_	_	_
1877	d	O	O	O	_	_	_	_
1878	,	O	O	O	_	_	_	_
1879	 	O	O	O	_	_	_	_
1880	l	O	O	O	_	_	_	_
1881	y	O	O	O	_	_	_	_
1882	i	O	O	O	_	_	_	_
1883	n	O	O	O	_	_	_	_
1884	g	O	O	O	_	_	_	_
1885	 	O	O	O	_	_	_	_
1886	w	O	O	O	_	_	_	_
1887	a	O	O	O	_	_	_	_
1888	s	O	O	O	_	_	_	_
1889	t	O	O	O	_	_	_	_
1890	e	O	O	O	_	_	_	_
1891	 	O	O	O	_	_	_	_
1892	f	O	O	O	_	_	_	_
1893	r	O	O	O	_	_	_	_
1894	o	O	O	O	_	_	_	_
1895	m	O	O	O	_	_	_	_
1896	 	O	O	O	_	_	_	_
1897	t	O	O	O	_	_	_	_
1898	i	O	O	O	_	_	_	_
1899	m	O	O	O	_	_	_	_
1900	e	O	O	O	_	_	_	_
1901	 	O	O	O	_	_	_	_
1902	u	O	O	O	_	_	_	_
1903	n	O	O	O	_	_	_	_
1904	k	O	O	O	_	_	_	_
1905	n	O	O	O	_	_	_	_
1906	o	O	O	O	_	_	_	_
1907	w	O	O	O	_	_	_	_
1908	n	O	O	O	_	_	_	_
1909	 	O	O	O	_	_	_	_
1910	a	O	O	O	_	_	_	_
1911	l	O	O	O	_	_	_	_
1912	o	O	O	O	_	_	_	_
1913	n	O	O	O	_	_	_	_
1914	g	O	O	O	_	_	_	_
1915	 	O	O	O	_	_	_	_
1916	t	O	O	O	_	_	_	_
1917	h	O	O	O	_	_	_	_
1918	e	O	O	O	_	_	_	_
1919	 	O	O	O	_	_	_	_
1920	s	O	O	O	_	_	_	_
1921	h	O	O	O	_	_	_	_
1922	o	O	O	O	_	_	_	_
1923	r	O	O	O	_	_	_	_
1924	e	O	O	O	_	_	_	_
1925	s	O	O	O	_	_	_	_
1926	 	O	O	O	_	_	_	_
1927	o	O	O	O	_	_	_	_
1928	f	O	O	O	_	_	_	_
1929	 	O	O	O	_	_	_	_
1930	t	O	O	O	_	_	_	_
1931	h	O	O	O	_	_	_	_
1932	e	O	O	O	_	_	_	_
1933	 	O	O	O	_	_	_	_
1934	r	O	O	O	_	_	_	_
1935	i	O	O	O	_	_	_	_
1936	v	O	O	O	_	_	_	_
1937	e	O	O	O	_	_	_	_
1938	r	O	O	O	_	_	_	_
1939	 	O	O	O	_	_	_	_
1940	n	O	O	O	_	_	_	_
1941	e	O	O	O	_	_	_	_
1942	a	O	O	O	_	_	_	_
1943	r	O	O	O	_	_	_	_
1944	 	O	O	O	_	_	_	_
1945	N	B-loc.adm.town	O	O	_	_	Q57947	331143
1946	a	I-loc.adm.town	O	O	_	_	_	_
1947	n	I-loc.adm.town	O	O	_	_	_	_
1948	t	I-loc.adm.town	O	O	_	_	_	_
1949	u	I-loc.adm.town	O	O	_	_	_	_
1950	n	I-loc.adm.town	O	O	_	_	_	_
1951	g	I-loc.adm.town	O	O	_	_	_	_
1952	c	I-loc.adm.town	O	O	_	_	_	_
1953	h	I-loc.adm.town	O	O	_	_	_	_
1954	o	I-loc.adm.town	O	O	_	_	_	_
1955	w	I-loc.adm.town	O	O	_	_	_	_
1956	,	O	O	O	_	_	_	_
1957	 	O	O	O	_	_	_	_
1958	h	O	O	O	_	_	_	_
1959	a	O	O	O	_	_	_	_
1960	s	O	O	O	_	_	_	_
1961	 	O	O	O	_	_	_	_
1962	b	O	O	O	_	_	_	_
1963	e	O	O	O	_	_	_	_
1964	e	O	O	O	_	_	_	_
1965	n	O	O	O	_	_	_	_
1966	 	O	O	O	_	_	_	_
1967	t	O	O	O	_	_	_	_
1968	u	O	O	O	_	_	_	_
1969	r	O	O	O	_	_	_	_
1970	n	O	O	O	_	_	_	_
1971	e	O	O	O	_	_	_	_
1972	d	O	O	O	_	_	_	_
1973	 	O	O	O	_	_	_	_
1974	i	O	O	O	_	_	_	_
1975	n	O	O	O	_	_	_	_
1976	t	O	O	O	_	_	_	_
1977	o	O	O	O	_	_	_	_
1978	 	O	O	O	_	_	_	_
1979	f	O	O	O	_	_	_	_
1980	e	O	O	O	_	_	_	_
1981	r	O	O	O	_	_	_	_
1982	t	O	O	O	_	_	_	_
1983	i	O	O	O	_	_	_	_
1984	l	O	O	O	_	_	_	_
1985	e	O	O	O	_	_	_	_
1986	 	O	O	O	_	_	_	_
1987	f	O	O	O	_	_	_	_
1988	i	O	O	O	_	_	_	_
1989	e	O	O	O	_	_	_	_
1990	l	O	O	O	_	_	_	_
1991	d	O	O	O	_	_	_	_
1992	s	O	O	O	_	_	_	_
1993	 	O	O	O	_	_	_	_
1994	a	O	O	O	_	_	_	_
1995	n	O	O	O	_	_	_	_
1996	d	O	O	O	_	_	_	_
1997	 	O	O	O	_	_	_	_
1998	p	O	O	O	_	_	_	_
1999	u	O	O	O	_	_	_	_
2000	t	O	O	O	_	_	_	_
2001	 	O	O	O	_	_	_	_
2002	u	O	O	O	_	_	_	_
2003	n	O	O	O	_	_	_	_
2004	d	O	O	O	_	_	_	_
2005	e	O	O	O	_	_	_	_
2006	r	O	O	O	_	_	_	_
2007	 	O	O	O	_	_	_	_
2008	c	O	O	O	_	_	_	_
2009	u	O	O	O	_	_	_	_
2010	l	O	O	O	_	_	_	_
2011	t	O	O	O	_	_	_	_
2012	i	O	O	O	_	_	_	_
2013	v	O	O	O	_	_	_	_
2014	a	O	O	O	_	_	_	_
2015	t	O	O	O	_	_	_	_
2016	i	O	O	O	_	_	_	_
2017	o	O	O	O	_	_	_	_
2018	n	O	O	O	_	_	_	_
2019	 	O	O	O	_	_	_	_
2020	b	O	O	O	_	_	_	_
2021	y	O	O	O	_	_	_	_
2022	 	O	O	O	_	_	_	_
2023	t	O	O	O	_	_	_	_
2024	h	O	O	O	_	_	_	_
2025	e	O	O	O	_	_	_	_
2026	 	O	O	O	_	_	_	_
2027	L	B-org.ent	O	O	_	_	_	_
2028	a	I-org.ent	O	O	_	_	_	_
2029	n	I-org.ent	O	O	_	_	_	_
2030	d	I-org.ent	O	O	_	_	_	_
2031	 	I-org.ent	O	O	_	_	_	_
2032	R	I-org.ent	O	O	_	_	_	_
2033	e	I-org.ent	O	O	_	_	_	_
2034	c	I-org.ent	O	O	_	_	_	_
2035	l	I-org.ent	O	O	_	_	_	_
2036	a	I-org.ent	O	O	_	_	_	_
2037	m	I-org.ent	O	O	_	_	_	_
2038	a	I-org.ent	O	O	_	_	_	_
2039	t	I-org.ent	O	O	_	_	_	_
2040	i	I-org.ent	O	O	_	_	_	_
2041	o	I-org.ent	O	O	_	_	_	_
2042	n	I-org.ent	O	O	_	_	_	_
2043	 	I-org.ent	O	O	_	_	_	_
2044	C	I-org.ent	O	O	_	_	_	_
2045	o	I-org.ent	O	O	_	_	_	_
2046	.	I-org.ent	O	O	_	_	_	_
2047	 	O	O	O	_	_	_	_
2048	u	O	O	O	_	_	_	_
2049	n	O	O	O	_	_	_	_
2050	d	O	O	O	_	_	_	_
2051	e	O	O	O	_	_	_	_
2052	r	O	O	O	_	_	_	_
2053	 	O	O	O	_	_	_	_
2054	h	O	O	O	_	_	_	_
2055	i	O	O	O	_	_	_	_
2056	s	O	O	O	_	_	_	_
2057	 	O	O	O	_	_	_	_
2058	m	O	O	O	_	_	_	_
2059	a	O	O	O	_	_	_	_
2060	n	O	O	O	_	_	_	_
2061	a	O	O	O	_	_	_	_
2062	g	O	O	O	_	_	_	_
2063	e	O	O	O	_	_	_	_
2064	m	O	O	O	_	_	_	_
2065	e	O	O	O	_	_	_	_
2066	n	O	O	O	_	_	_	_
2067	t	O	O	O	_	_	_	_
2068	;	O	O	O	_	_	_	_
2069	 	O	O	O	_	_	_	_
2070	a	O	O	O	_	_	_	_
2071	n	O	O	O	_	_	_	_
2072	d	O	O	O	_	_	_	_
2073	 	O	O	O	_	_	_	_
2074	N	B-loc.adm.town	O	O	_	_	Q57947	331143
2075	a	I-loc.adm.town	O	O	_	_	_	_
2076	n	I-loc.adm.town	O	O	_	_	_	_
2077	t	I-loc.adm.town	O	O	_	_	_	_
2078	u	I-loc.adm.town	O	O	_	_	_	_
2079	n	I-loc.adm.town	O	O	_	_	_	_
2080	g	I-loc.adm.town	O	O	_	_	_	_
2081	c	I-loc.adm.town	O	O	_	_	_	_
2082	h	I-loc.adm.town	O	O	_	_	_	_
2083	o	I-loc.adm.town	O	O	_	_	_	_
2084	w	I-loc.adm.town	O	O	_	_	_	_
2085	 	O	O	O	_	_	_	_
2086	h	O	O	O	_	_	_	_
2087	a	O	O	O	_	_	_	_
2088	s	O	O	O	_	_	_	_
2089	 	O	O	O	_	_	_	_
2090	t	O	O	O	_	_	_	_
2091	h	O	O	O	_	_	_	_
2092	u	O	O	O	_	_	_	_
2093	s	O	O	O	_	_	_	_
2094	 	O	O	O	_	_	_	_
2095	b	O	O	O	_	_	_	_
2096	e	O	O	O	_	_	_	_
2097	c	O	O	O	_	_	_	_
2098	o	O	O	O	_	_	_	_
2099	m	O	O	O	_	_	_	_
2100	e	O	O	O	_	_	_	_
2101	 	O	O	O	_	_	_	_
2102	k	O	O	O	_	_	_	_
2103	n	O	O	O	_	_	_	_
2104	o	O	O	O	_	_	_	_
2105	w	O	O	O	_	_	_	_
2106	n	O	O	O	_	_	_	_
2107	,	O	O	O	_	_	_	_
2108	 	O	O	O	_	_	_	_
2109	t	O	O	O	_	_	_	_
2110	o	O	O	O	_	_	_	_
2111	 	O	O	O	_	_	_	_
2112	e	O	O	O	_	_	_	_
2113	v	O	O	O	_	_	_	_
2114	e	O	O	O	_	_	_	_
2115	r	O	O	O	_	_	_	_
2116	y	O	O	O	_	_	_	_
2117	o	O	O	O	_	_	_	_
2118	n	O	O	O	_	_	_	_
2119	e	O	O	O	_	_	_	_
2120	,	O	O	O	_	_	_	_
2121	 	O	O	O	_	_	_	_
2122	a	O	O	O	_	_	_	_
2123	s	O	O	O	_	_	_	_
2124	 	O	O	O	_	_	_	_
2125	t	O	O	O	_	_	_	_
2126	h	O	O	O	_	_	_	_
2127	e	O	O	O	_	_	_	_
2128	 	O	O	O	_	_	_	_
2129	m	O	O	O	_	_	_	_
2130	o	O	O	O	_	_	_	_
2131	d	O	O	O	_	_	_	_
2132	e	O	O	O	_	_	_	_
2133	l	O	O	O	_	_	_	_
2134	 	O	O	O	_	_	_	_
2135	c	O	O	O	_	_	_	_
2136	i	O	O	O	_	_	_	_
2137	t	O	O	O	_	_	_	_
2138	y	O	O	O	_	_	_	_
2139	.	O	O	O	_	_	_	_
2141	I	O	O	O	_	_	_	_
2142	t	O	O	O	_	_	_	_
2143	 	O	O	O	_	_	_	_
2144	c	O	O	O	_	_	_	_
2145	o	O	O	O	_	_	_	_
2146	n	O	O	O	_	_	_	_
2147	t	O	O	O	_	_	_	_
2148	a	O	O	O	_	_	_	_
2149	i	O	O	O	_	_	_	_
2150	n	O	O	O	_	_	_	_
